,pathway,description,#SampleID,Abundance,Group,relative_abundance
68,HSERMETANA-PWY,L-methionine biosynthesis III,AC1,12499.51138846432,CMY,0.0012051612225860004
69,ILEUSYN-PWY,L-isoleucine biosynthesis I (from threonine),AC1,72667.99394591957,CMY,0.007006405746992652
70,KDO-NAGLIPASYN-PWY,superpathway of (Kdo)2-lipid A biosynthesis,AC1,792.0418939100662,CMY,7.636603924253558e-05
71,KETOGLUCONMET-PWY,ketogluconate metabolism,AC1,17.92086211444706,CMY,1.7278697882202268e-06
72,LACTOSECAT-PWY,lactose and galactose degradation I,AC1,9103.839345740038,CMY,0.0008777618432560634
73,LEU-DEG2-PWY,L-leucine degradation I,AC1,3447.624783435529,CMY,0.0003324084894116353
74,LIPASYN-PWY,phospholipases,AC1,9.921428355749889,CMY,9.565910502749632e-07
75,LPSSYN-PWY,superpathway of lipopolysaccharide biosynthesis,AC1,0.0,CMY,0.0
76,MET-SAM-PWY,superpathway of S-adenosyl-L-methionine biosynthesis,AC1,7409.757621864904,CMY,0.0007144241304403315
77,METH-ACETATE-PWY,methanogenesis from acetate,AC1,1984.5058865890624,CMY,0.00019133944249356976
78,METHANOGENESIS-PWY,methanogenesis from H2 and CO2,AC1,10.628138020132129,CMY,1.0247296403902752e-06
79,METHGLYUT-PWY,superpathway of methylglyoxal degradation,AC1,3.308803866331718,CMY,3.190238393258936e-07
80,METHYLGALLATE-DEGRADATION-PWY,methylgallate degradation,AC1,11.556419082394688,CMY,1.1142314061098727e-06
81,NAD-BIOSYNTHESIS-II,NAD salvage pathway II,AC1,114.54961314992292,CMY,1.1044491863731588e-05
82,NADSYN-PWY,NAD biosynthesis II (from tryptophan),AC1,677.6321465929371,CMY,6.533503277617748e-05
83,NAGLIPASYN-PWY,lipid IVA biosynthesis,AC1,56849.86426302169,CMY,0.005481274410638293
84,NONMEVIPP-PWY,methylerythritol phosphate pathway I,AC1,78375.81633198292,CMY,0.0075567349551759625
85,NONOXIPENT-PWY,pentose phosphate pathway (non-oxidative branch),AC1,102462.76943955092,CMY,0.009879118683093406
86,OANTIGEN-PWY,O-antigen building blocks biosynthesis (E. coli),AC1,55673.2223486954,CMY,0.005367826519441194
87,ORNARGDEG-PWY,superpathway of L-arginine and L-ornithine degradation,AC1,1.4083669643642205,CMY,1.3579004809654787e-07
88,ORNDEG-PWY,superpathway of ornithine degradation,AC1,2.659710849478756,CMY,2.5644045430778053e-07
89,P101-PWY,ectoine biosynthesis,AC1,3.739191679535141,CMY,3.605203976333682e-07
90,P105-PWY,TCA cycle IV (2-oxoglutarate decarboxylase),AC1,1506.7613068101305,CMY,0.0001452769026104848
91,P108-PWY,pyruvate fermentation to propanoate I,AC1,41432.56486310149,CMY,0.0039947897940532115
92,P122-PWY,heterolactic fermentation,AC1,27525.144504143656,CMY,0.002653882681613014
93,P124-PWY,Bifidobacterium shunt,AC1,36976.35001654418,CMY,0.003565136412758705
94,P125-PWY,"superpathway of (R,R)-butanediol biosynthesis",AC1,1115.3209232611653,CMY,0.00010753552564411983
95,P161-PWY,acetylene degradation,AC1,36860.51584084795,CMY,0.0035539680676561795
96,P162-PWY,L-glutamate degradation V (via hydroxyglutarate),AC1,1181.863316611791,CMY,0.0001139513214006043
97,P163-PWY,L-lysine fermentation to acetate and butanoate,AC1,870.3970067552965,CMY,8.392077803653122e-05
98,P164-PWY,purine nucleobases degradation I (anaerobic),AC1,8100.889567377257,CMY,0.0007810607688285014
99,P184-PWY,protocatechuate degradation I (meta-cleavage pathway),AC1,9.412077982505972,CMY,9.074811851397716e-07
100,P221-PWY,octane oxidation,AC1,88.39317917156215,CMY,8.522575688596671e-06
101,P23-PWY,reductive TCA cycle I,AC1,22874.147052665496,CMY,0.0022054490108344284
102,P241-PWY,coenzyme B biosynthesis,AC1,10.435603892386949,CMY,1.0061661415804694e-06
103,P261-PWY,coenzyme M biosynthesis I,AC1,23.69247462612856,CMY,2.2843494276795823e-06
104,P281-PWY,3-phenylpropanoate degradation,AC1,25.693640297733065,CMY,2.477295151111122e-06
105,P341-PWY,glycolysis V (Pyrococcus),AC1,9.999353802393978,CMY,9.641043620860812e-07
106,P381-PWY,adenosylcobalamin biosynthesis II (late cobalt incorporation),AC1,291.3394867807416,CMY,2.808998217324667e-05
107,P4-PWY,"superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",AC1,17663.8765234895,CMY,0.0017030920941680234
108,P42-PWY,incomplete reductive TCA cycle,AC1,87191.84299276034,CMY,0.00840674685873395
109,P441-PWY,superpathway of N-acetylneuraminate degradation,AC1,30444.08643001254,CMY,0.0029353173321933737
110,P461-PWY,"hexitol fermentation to lactate, formate, ethanol and acetate",AC1,11823.40686325521,CMY,0.001139973477971525
111,P562-PWY,myo-inositol degradation I,AC1,196.73382124986912,CMY,1.89684192583977e-05
112,P621-PWY,nylon-6 oligomer degradation,AC1,0.0,CMY,0.0
113,PANTO-PWY,phosphopantothenate biosynthesis I,AC1,67304.77419914951,CMY,0.006489301976602081
114,PANTOSYN-PWY,pantothenate and coenzyme A biosynthesis I,AC1,73286.25766361658,CMY,0.007066016673751592
115,PENTOSE-P-PWY,pentose phosphate pathway,AC1,37293.74241945316,CMY,0.003595738330261041
116,PEPTIDOGLYCANSYN-PWY,peptidoglycan biosynthesis I (meso-diaminopimelate containing),AC1,88671.56176914138,CMY,0.008549416410703206
117,PHOSLIPSYN-PWY,superpathway of phospholipid biosynthesis I (bacteria),AC1,76881.85930621563,CMY,0.0074126925986622285
118,POLYAMINSYN3-PWY,superpathway of polyamine biosynthesis II,AC1,2340.105115947906,CMY,0.0002256251348447326
119,POLYAMSYN-PWY,superpathway of polyamine biosynthesis I,AC1,15681.485890818238,CMY,0.001511956597406285
120,POLYISOPRENSYN-PWY,polyisoprenoid biosynthesis (E. coli),AC1,72674.55393442286,CMY,0.007007038239217273
121,PPGPPMET-PWY,ppGpp biosynthesis,AC1,897.2469121387253,CMY,8.650955641294639e-05
122,PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY,protocatechuate degradation II (ortho-cleavage pathway),AC1,102.0217929365689,CMY,9.836601198613494e-06
123,PRPP-PWY,"superpathway of histidine, purine, and pyrimidine biosynthesis",AC1,45724.9644862662,CMY,0.00440864865756487
124,PWY-1269,CMP-3-deoxy-D-manno-octulosonate biosynthesis I,AC1,52262.66271525181,CMY,0.005038991728239942
125,PWY-1361,benzoyl-CoA degradation I (aerobic),AC1,10.731207949953996,CMY,1.0346672994535416e-06
126,PWY-1541,superpathway of taurine degradation,AC1,131.15330925271616,CMY,1.2645364895709131e-05
127,PWY-1622,formaldehyde assimilation I (serine pathway),AC1,290.53296830163885,CMY,2.801222034991566e-05
128,PWY-181,photorespiration,AC1,929.4067698497514,CMY,8.961030269275547e-05
129,PWY-1861,formaldehyde assimilation II (RuMP Cycle),AC1,2351.997609314338,CMY,0.0002267717694130496
130,PWY-1882,superpathway of C1 compounds oxidation to CO2,AC1,0.0,CMY,0.0
131,PWY-2941,L-lysine biosynthesis II,AC1,32689.99211283171,CMY,0.0031518600716973484
132,PWY-2942,L-lysine biosynthesis III,AC1,91401.10959054178,CMY,0.008812590313051242
133,PWY-3001,superpathway of L-isoleucine biosynthesis I,AC1,77396.87594782228,CMY,0.007462348786505189
134,PWY-3661,glycine betaine degradation I,AC1,392.7321595489686,CMY,3.78659257023186e-05
135,PWY-3781,aerobic respiration I (cytochrome c),AC1,30320.031289094208,CMY,0.002923356349027648
136,PWY-3801,sucrose degradation II (sucrose synthase),AC1,0.0,CMY,0.0
137,PWY-4361,S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation,AC1,0.0,CMY,0.0
138,PWY-4984,urea cycle,AC1,3515.6894984107416,CMY,0.000338971062344702
139,PWY-5005,biotin biosynthesis II,AC1,523.2504853473599,CMY,5.04500676099962e-05
140,PWY-5022,4-aminobutanoate degradation V,AC1,3868.4834362602114,CMY,0.0003729862778396041
141,PWY-5028,L-histidine degradation II,AC1,78.84803629127484,CMY,7.602264829567291e-06
142,PWY-5088,L-glutamate degradation VIII (to propanoate),AC1,15.170056348719836,CMY,1.462646265740782e-06
143,PWY-5097,L-lysine biosynthesis VI,AC1,88728.23173174581,CMY,0.008554880339595602
144,PWY-5100,pyruvate fermentation to acetate and lactate II,AC1,90621.87183787728,CMY,0.00873745880642667
145,PWY-5101,L-isoleucine biosynthesis II,AC1,77728.07906136841,CMY,0.007494282286690958
146,PWY-5103,L-isoleucine biosynthesis III,AC1,66706.66862641026,CMY,0.006431634630985421
147,PWY-5104,L-isoleucine biosynthesis IV,AC1,77301.41594627309,CMY,0.007453144851359271
148,PWY-5121,superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),AC1,79296.02374884894,CMY,0.007645458286918869
149,PWY-5154,L-arginine biosynthesis III (via N-acetyl-L-citrulline),AC1,42314.57443790085,CMY,0.004079830217191572
150,PWY-5177,glutaryl-CoA degradation,AC1,2929.434861811877,CMY,0.0002824463444871504
151,PWY-5178,toluene degradation IV (aerobic) (via catechol),AC1,0.7087136382167555,CMY,6.83318065924506e-08
152,PWY-5180,toluene degradation I (aerobic) (via o-cresol),AC1,76.06266003629749,CMY,7.333708135750563e-06
153,PWY-5181,toluene degradation III (aerobic) (via p-cresol),AC1,57.19240990489605,CMY,5.514301519596632e-06
154,PWY-5182,toluene degradation II (aerobic) (via 4-methylcatechol),AC1,76.06266003629749,CMY,7.333708135750563e-06
155,PWY-5183,superpathway of aerobic toluene degradation,AC1,0.0,CMY,0.0
156,PWY-5188,tetrapyrrole biosynthesis I (from glutamate),AC1,26125.70712368701,CMY,0.0025189535942312324
157,PWY-5189,tetrapyrrole biosynthesis II (from glycine),AC1,22726.490993312585,CMY,0.002191212505783822
158,PWY-5198,factor 420 biosynthesis,AC1,6.545454545454547,CMY,6.310909088543379e-07
159,PWY-5265,peptidoglycan biosynthesis II (staphylococci),AC1,109.85361142200924,CMY,1.059171903063497e-05
160,PWY-5304,superpathway of sulfur oxidation (Acidianus ambivalens),AC1,1208.0,CMY,0.00011647133328967279
161,PWY-5345,superpathway of L-methionine biosynthesis (by sulfhydrylation),AC1,10583.516219235691,CMY,0.0010204273550887897
162,PWY-5347,superpathway of L-methionine biosynthesis (transsulfuration),AC1,10712.178207056131,CMY,0.0010328325150764936
163,PWY-5384,sucrose degradation IV (sucrose phosphorylase),AC1,4466.874934551309,CMY,0.00043068119144487653
164,PWY-5415,catechol degradation I (meta-cleavage pathway),AC1,41.77271009460167,CMY,4.027585463444727e-06
165,PWY-5417,catechol degradation III (ortho-cleavage pathway),AC1,34.99279509045137,CMY,3.3738886587062804e-06
166,PWY-5419,catechol degradation to 2-oxopent-4-enoate II,AC1,13.67396173046696,CMY,1.3183978096849737e-06
167,PWY-5420,catechol degradation II (meta-cleavage pathway),AC1,20.5889108328712,CMY,1.985114152058523e-06
168,PWY-5430,meta cleavage pathway of aromatic compounds,AC1,0.766871821700307,CMY,7.393922478122102e-08
169,PWY-5431,aromatic compounds degradation via &beta;-ketoadipate,AC1,34.99279509045137,CMY,3.3738886587062804e-06
170,PWY-5484,glycolysis II (from fructose 6-phosphate),AC1,82365.71769553024,CMY,0.007941427944833776
171,PWY-5505,L-glutamate and L-glutamine biosynthesis,AC1,27382.139820648947,CMY,0.0026400946467179014
172,PWY-5507,adenosylcobalamin biosynthesis I (early cobalt insertion),AC1,1508.9275596535886,CMY,0.0001454857654887299
173,PWY-5509,"adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I",AC1,42746.6999108082,CMY,0.004121494314855438
174,PWY-5529,superpathway of bacteriochlorophyll a biosynthesis,AC1,0.0,CMY,0.0
175,PWY-5531,chlorophyllide a biosynthesis II (anaerobic),AC1,8.981323361502433,CMY,8.659492604469158e-07
176,PWY-5532,adenosine nucleotides degradation IV,AC1,5.832243189016035,CMY,5.623254472635023e-07
177,PWY-5647,2-nitrobenzoate degradation I,AC1,3.712871287128713,CMY,3.579826731331331e-07
178,PWY-5651,L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde,AC1,424.97844917520456,CMY,4.097500545928272e-05
179,PWY-5654,2-amino-3-carboxymuconate semialdehyde degradation to 2-oxopentenoate,AC1,3.1578947368421053,CMY,3.044736840963911e-07
180,PWY-5655,L-tryptophan degradation IX,AC1,8.558250605664497,CMY,8.251579955868325e-07
181,PWY-5659,GDP-mannose biosynthesis,AC1,82156.81334032996,CMY,0.007921286083260768
182,PWY-5667,CDP-diacylglycerol biosynthesis I,AC1,86099.25040352407,CMY,0.008301402723294575
183,PWY-5676,acetyl-CoA fermentation to butanoate II,AC1,6452.349406377027,CMY,0.0006221140216983122
184,PWY-5677,succinate fermentation to butanoate,AC1,173.78695415235455,CMY,1.6755958823241698e-05
185,PWY-5686,UMP biosynthesis,AC1,94803.64760071482,CMY,0.009140651686075781
186,PWY-5695,urate biosynthesis/inosine 5'-phosphate degradation,AC1,87131.648946336,CMY,0.008400943149426712
187,PWY-5705,allantoin degradation to glyoxylate III,AC1,99.59595831724344,CMY,9.60271031082121e-06
188,PWY-5741,ethylmalonyl-CoA pathway,AC1,267.422279118281,CMY,2.5783964735322194e-05
189,PWY-5747,2-methylcitrate cycle II,AC1,195.60209543310063,CMY,1.8859302027605173e-05
190,PWY-5837,"1,4-dihydroxy-2-naphthoate biosynthesis I",AC1,418.0859185689276,CMY,4.031045063357662e-05
191,PWY-5838,superpathway of menaquinol-8 biosynthesis I,AC1,1410.973316347821,CMY,0.0001360413438668725
192,PWY-5840,superpathway of menaquinol-7 biosynthesis,AC1,1410.2524042959735,CMY,0.0001359718359298996
193,PWY-5845,superpathway of menaquinol-9 biosynthesis,AC1,979.9825320940424,CMY,9.448664910064791e-05
194,PWY-5850,superpathway of menaquinol-6 biosynthesis I,AC1,979.9825320940424,CMY,9.448664910064791e-05
195,PWY-5855,ubiquinol-7 biosynthesis (prokaryotic),AC1,1858.1867031672807,CMY,0.00017916016789655184
196,PWY-5856,ubiquinol-9 biosynthesis (prokaryotic),AC1,1858.1867031672807,CMY,0.00017916016789655184
197,PWY-5857,ubiquinol-10 biosynthesis (prokaryotic),AC1,1858.1867031672807,CMY,0.00017916016789655184
198,PWY-5860,superpathway of demethylmenaquinol-6 biosynthesis I,AC1,656.8074834717672,CMY,6.332718817433068e-05
199,PWY-5861,superpathway of demethylmenaquinol-8 biosynthesis,AC1,947.891954603368,CMY,9.139258258874857e-05
200,PWY-5862,superpathway of demethylmenaquinol-9 biosynthesis,AC1,656.8074834717672,CMY,6.332718817433068e-05
201,PWY-5863,superpathway of phylloquinol biosynthesis,AC1,477.4669428413486,CMY,4.603577105502969e-05
202,PWY-5896,superpathway of menaquinol-10 biosynthesis,AC1,979.9825320940424,CMY,9.448664910064791e-05
203,PWY-5897,superpathway of menaquinol-11 biosynthesis,AC1,1238.289227824954,CMY,0.00011939171967136736
204,PWY-5898,superpathway of menaquinol-12 biosynthesis,AC1,1238.289227824954,CMY,0.00011939171967136736
205,PWY-5899,superpathway of menaquinol-13 biosynthesis,AC1,1238.289227824954,CMY,0.00011939171967136736
206,PWY-5910,superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),AC1,18033.246502517643,CMY,0.0017387055162993033
207,PWY-5913,TCA cycle VI (obligate autotrophs),AC1,37424.77714833728,CMY,0.003608372262032882
208,PWY-5918,superpathay of heme biosynthesis from glutamate,AC1,18843.68974231581,CMY,0.0018168457519738852
209,PWY-5920,superpathway of heme biosynthesis from glycine,AC1,7143.138237638287,CMY,0.0006887175781541183
210,PWY-5941,glycogen degradation II (eukaryotic),AC1,165.73525048084,CMY,1.5979640394537516e-05
211,PWY-5971,palmitate biosynthesis II (bacteria and plants),AC1,43871.08529841527,CMY,0.004229903805936581
212,PWY-5973,cis-vaccenate biosynthesis,AC1,98915.49689990885,CMY,0.009537102489191126
213,PWY-5989,stearate biosynthesis II (bacteria and plants),AC1,33400.63947400771,CMY,0.003220378321411716
214,PWY-6071,superpathway of phenylethylamine degradation,AC1,0.0,CMY,0.0
215,PWY-6107,chlorosalicylate degradation,AC1,0.298719590268886,CMY,2.8801547150961855e-08
216,PWY-6121,5-aminoimidazole ribonucleotide biosynthesis I,AC1,92557.38483385062,CMY,0.008924074517718478
217,PWY-6122,5-aminoimidazole ribonucleotide biosynthesis II,AC1,91841.52523711632,CMY,0.008855053721625886
218,PWY-6123,inosine-5'-phosphate biosynthesis I,AC1,92062.85129679964,CMY,0.00887639324253902
219,PWY-6125,superpathway of guanosine nucleotides de novo biosynthesis II,AC1,69122.52487519295,CMY,0.00666456343755157
220,PWY-6126,superpathway of adenosine nucleotides de novo biosynthesis II,AC1,97436.51768112414,CMY,0.009394504242900087
221,PWY-6141,archaetidylserine and archaetidylethanolamine biosynthesis,AC1,8.651999527471354,CMY,8.341969541276552e-07
222,PWY-6143,CMP-pseudaminate biosynthesis,AC1,64.1013488086221,CMY,6.180438378647844e-06
223,PWY-6147,6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,AC1,68148.08381142892,CMY,0.0065706110783555404
224,PWY-6148,tetrahydromethanopterin biosynthesis,AC1,23.61486116542725,CMY,2.276866196513103e-06
225,PWY-6151,S-adenosyl-L-methionine cycle I,AC1,63434.45395744309,CMY,0.006116138600104104
226,PWY-6163,chorismate biosynthesis from 3-dehydroquinate,AC1,76760.53246610865,CMY,0.007400994669166299
227,PWY-6165,chorismate biosynthesis II (archaea),AC1,14.959575052366873,CMY,1.4423523607583578e-06
228,PWY-6167,flavin biosynthesis II (archaea),AC1,25.59942681850967,CMY,2.4682114014927382e-06
229,PWY-6174,mevalonate pathway II (archaea),AC1,20.517472338988465,CMY,1.978226290609245e-06
230,PWY-6182,superpathway of salicylate degradation,AC1,32.6938125786,CMY,3.1522284282717035e-06
231,PWY-6185,4-methylcatechol degradation (ortho cleavage),AC1,34.90276566411309,CMY,3.365208321520086e-06
232,PWY-621,sucrose degradation III (sucrose invertase),AC1,39245.03583787283,CMY,0.003783875537283145
233,PWY-6210,2-aminophenol degradation,AC1,3.1578947368421053,CMY,3.044736840963911e-07
234,PWY-6263,superpathway of menaquinol-8 biosynthesis II,AC1,6235.190763369938,CMY,0.0006011763092095608
235,PWY-6269,adenosylcobalamin salvage from cobinamide II,AC1,43693.85120487765,CMY,0.0042128154854244
236,PWY-6277,superpathway of 5-aminoimidazole ribonucleotide biosynthesis,AC1,91841.52523711632,CMY,0.008855053721625886
237,PWY-6282,palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),AC1,32926.20441536161,CMY,0.003174634874524402
238,PWY-6317,galactose degradation I (Leloir pathway),AC1,54701.21601429345,CMY,0.005274108908734403
239,PWY-6338,superpathway of vanillin and vanillate degradation,AC1,8.589750766742954,CMY,8.281951361163419e-07
240,PWY-6339,syringate degradation,AC1,0.0,CMY,0.0
241,PWY-6349,CDP-archaeol biosynthesis,AC1,10.645993580037551,CMY,1.0264512139571775e-06
242,PWY-6350,archaetidylinositol biosynthesis,AC1,9.98545718960189,CMY,9.627644970032128e-07
243,PWY-6353,purine nucleotides degradation II (aerobic),AC1,15356.150843778125,CMY,0.0014805888766325928
244,PWY-6383,"mono-trans, poly-cis decaprenyl phosphate biosynthesis",AC1,12.396975594710144,CMY,1.195275063141908e-06
245,PWY-6385,peptidoglycan biosynthesis III (mycobacteria),AC1,88323.22589805209,CMY,0.008515831027144937
246,PWY-6386,UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing),AC1,88703.52407556804,CMY,0.00855249810974669
